center,left,right,steering,throttle,brake,speed
/IMG/center_2017_10_30_15_37_05_854.jpg, /IMG/left_2017_10_30_15_37_05_854.jpg, /IMG/right_2017_10_30_15_37_05_854.jpg,-0.06148867,1,0,16.74398
/IMG/center_2017_10_30_15_37_05_926.jpg, /IMG/left_2017_10_30_15_37_05_926.jpg, /IMG/right_2017_10_30_15_37_05_926.jpg,-0.06148867,1,0,17.14608
/IMG/center_2017_10_30_15_37_05_999.jpg, /IMG/left_2017_10_30_15_37_05_999.jpg, /IMG/right_2017_10_30_15_37_05_999.jpg,-0.06148867,0.8631417,0,17.94914
/IMG/center_2017_10_30_15_37_06_072.jpg, /IMG/left_2017_10_30_15_37_06_072.jpg, /IMG/right_2017_10_30_15_37_06_072.jpg,-0.06796116,0.6443064,0,18.51068
/IMG/center_2017_10_30_15_37_06_145.jpg, /IMG/left_2017_10_30_15_37_06_145.jpg, /IMG/right_2017_10_30_15_37_06_145.jpg,-0.07443365,0.4526675,0,19.04821
/IMG/center_2017_10_30_15_37_06_218.jpg, /IMG/left_2017_10_30_15_37_06_218.jpg, /IMG/right_2017_10_30_15_37_06_218.jpg,-0.08090615,0.2051987,0,19.23232
/IMG/center_2017_10_30_15_37_06_291.jpg, /IMG/left_2017_10_30_15_37_06_291.jpg, /IMG/right_2017_10_30_15_37_06_291.jpg,-0.08090615,0.03965172,0,18.86208
/IMG/center_2017_10_30_15_37_06_365.jpg, /IMG/left_2017_10_30_15_37_06_365.jpg, /IMG/right_2017_10_30_15_37_06_365.jpg,-0.08737864,0,0,18.68156
/IMG/center_2017_10_30_15_37_06_439.jpg, /IMG/left_2017_10_30_15_37_06_439.jpg, /IMG/right_2017_10_30_15_37_06_439.jpg,-0.08737864,0,0,18.50242
/IMG/center_2017_10_30_15_37_06_512.jpg, /IMG/left_2017_10_30_15_37_06_512.jpg, /IMG/right_2017_10_30_15_37_06_512.jpg,-0.08737864,0,0,18.33365
/IMG/center_2017_10_30_15_37_06_585.jpg, /IMG/left_2017_10_30_15_37_06_585.jpg, /IMG/right_2017_10_30_15_37_06_585.jpg,-0.08737864,0,0,18.70658
/IMG/center_2017_10_30_15_37_06_659.jpg, /IMG/left_2017_10_30_15_37_06_659.jpg, /IMG/right_2017_10_30_15_37_06_659.jpg,-0.09061489,0,0,18.55974
/IMG/center_2017_10_30_15_37_06_732.jpg, /IMG/left_2017_10_30_15_37_06_732.jpg, /IMG/right_2017_10_30_15_37_06_732.jpg,-0.1100324,0,0,18.41256
/IMG/center_2017_10_30_15_37_06_806.jpg, /IMG/left_2017_10_30_15_37_06_806.jpg, /IMG/right_2017_10_30_15_37_06_806.jpg,-0.1262136,0,0,17793
/IMG/center_2017_10_30_15_37_06_880.jpg, /IMG/left_2017_10_30_15_37_06_880.jpg, /IMG/right_2017_10_30_15_37_06_880.jpg,-0.1294498,0,0,17.64252
/IMG/center_2017_10_30_15_37_06_954.jpg, /IMG/left_2017_10_30_15_37_06_954.jpg, /IMG/right_2017_10_30_15_37_06_954.jpg,-0.1326861,0,0,17.49328
/IMG/center_2017_10_30_15_37_07_028.jpg, /IMG/left_2017_10_30_15_37_07_028.jpg, /IMG/right_2017_10_30_15_37_07_028.jpg,-0.1423948,0,0,17.9042
/IMG/center_2017_10_30_15_37_07_103.jpg, /IMG/left_2017_10_30_15_37_07_103.jpg, /IMG/right_2017_10_30_15_37_07_103.jpg,-0.1488673,0,0,17.76114
/IMG/center_2017_10_30_15_37_07_178.jpg, /IMG/left_2017_10_30_15_37_07_178.jpg, /IMG/right_2017_10_30_15_37_07_178.jpg,-0.1488673,0,0,17.62051
/IMG/center_2017_10_30_15_37_07_251.jpg, /IMG/left_2017_10_30_15_37_07_251.jpg, /IMG/right_2017_10_30_15_37_07_251.jpg,-0.1488673,0,0,16.9837
/IMG/center_2017_10_30_15_37_07_326.jpg, /IMG/left_2017_10_30_15_37_07_326.jpg, /IMG/right_2017_10_30_15_37_07_326.jpg,-0.1488673,0,0,16.84203
/IMG/center_2017_10_30_15_37_07_400.jpg, /IMG/left_2017_10_30_15_37_07_400.jpg, /IMG/right_2017_10_30_15_37_07_400.jpg,-0.1553398,0,0,16.70167
/IMG/center_2017_10_30_15_37_07_475.jpg, /IMG/left_2017_10_30_15_37_07_475.jpg, /IMG/right_2017_10_30_15_37_07_475.jpg,-0.1747573,0,0,16562
/IMG/center_2017_10_30_15_37_07_549.jpg, /IMG/left_2017_10_30_15_37_07_549.jpg, /IMG/right_2017_10_30_15_37_07_549.jpg,-0.2071197,0,0,16.99769
/IMG/center_2017_10_30_15_37_07_624.jpg, /IMG/left_2017_10_30_15_37_07_624.jpg, /IMG/right_2017_10_30_15_37_07_624.jpg,-0.2168285,0,0,16.85938
/IMG/center_2017_10_30_15_37_07_702.jpg, /IMG/left_2017_10_30_15_37_07_702.jpg, /IMG/right_2017_10_30_15_37_07_702.jpg,-0.2168285,0,0,16.72519
/IMG/center_2017_10_30_15_37_07_777.jpg, /IMG/left_2017_10_30_15_37_07_777.jpg, /IMG/right_2017_10_30_15_37_07_777.jpg,-0.2168285,0,0,16.5954
/IMG/center_2017_10_30_15_37_07_850.jpg, /IMG/left_2017_10_30_15_37_07_850.jpg, /IMG/right_2017_10_30_15_37_07_850.jpg,-0.2168285,0,0,15.95902
/IMG/center_2017_10_30_15_37_07_927.jpg, /IMG/left_2017_10_30_15_37_07_927.jpg, /IMG/right_2017_10_30_15_37_07_927.jpg,-0.2168285,0,0,15.83355
/IMG/center_2017_10_30_15_37_08_002.jpg, /IMG/left_2017_10_30_15_37_08_002.jpg, /IMG/right_2017_10_30_15_37_08_002.jpg,-0.2168285,0,0,15.70452
/IMG/center_2017_10_30_15_37_08_070.jpg, /IMG/left_2017_10_30_15_37_08_070.jpg, /IMG/right_2017_10_30_15_37_08_070.jpg,-0.2168285,0,0,16.14375
/IMG/center_2017_10_30_15_37_08_141.jpg, /IMG/left_2017_10_30_15_37_08_141.jpg, /IMG/right_2017_10_30_15_37_08_141.jpg,-0.2168285,0,0,16.01624
/IMG/center_2017_10_30_15_37_08_208.jpg, /IMG/left_2017_10_30_15_37_08_208.jpg, /IMG/right_2017_10_30_15_37_08_208.jpg,-0.2168285,0,0,15.38741
/IMG/center_2017_10_30_15_37_08_280.jpg, /IMG/left_2017_10_30_15_37_08_280.jpg, /IMG/right_2017_10_30_15_37_08_280.jpg,-0.2168285,0.122596,0,15.26503
/IMG/center_2017_10_30_15_37_08_348.jpg, /IMG/left_2017_10_30_15_37_08_348.jpg, /IMG/right_2017_10_30_15_37_08_348.jpg,-0.2168285,0.2989967,0,15806
/IMG/center_2017_10_30_15_37_08_418.jpg, /IMG/left_2017_10_30_15_37_08_418.jpg, /IMG/right_2017_10_30_15_37_08_418.jpg,-0.2168285,0.5364096,0,16.05893
/IMG/center_2017_10_30_15_37_08_487.jpg, /IMG/left_2017_10_30_15_37_08_487.jpg, /IMG/right_2017_10_30_15_37_08_487.jpg,-0.223301,0.4168548,0,15.89258
/IMG/center_2017_10_30_15_37_08_558.jpg, /IMG/left_2017_10_30_15_37_08_558.jpg, /IMG/right_2017_10_30_15_37_08_558.jpg,-0.236246,0.1736741,0,16.01888
/IMG/center_2017_10_30_15_37_08_630.jpg, /IMG/left_2017_10_30_15_37_08_630.jpg, /IMG/right_2017_10_30_15_37_08_630.jpg,-0.2427184,0,0,16.52702
/IMG/center_2017_10_30_15_37_08_703.jpg, /IMG/left_2017_10_30_15_37_08_703.jpg, /IMG/right_2017_10_30_15_37_08_703.jpg,-0.2459547,0,0,16.39703
/IMG/center_2017_10_30_15_37_08_774.jpg, /IMG/left_2017_10_30_15_37_08_774.jpg, /IMG/right_2017_10_30_15_37_08_774.jpg,-0.2459547,0,0,16.27275
/IMG/center_2017_10_30_15_37_08_844.jpg, /IMG/left_2017_10_30_15_37_08_844.jpg, /IMG/right_2017_10_30_15_37_08_844.jpg,-0.2459547,0,0,15.64316
/IMG/center_2017_10_30_15_37_08_915.jpg, /IMG/left_2017_10_30_15_37_08_915.jpg, /IMG/right_2017_10_30_15_37_08_915.jpg,-0.2459547,0.03180889,0,15.5145
/IMG/center_2017_10_30_15_37_08_985.jpg, /IMG/left_2017_10_30_15_37_08_985.jpg, /IMG/right_2017_10_30_15_37_08_985.jpg,-0.2459547,0.2133208,0,15.99546
/IMG/center_2017_10_30_15_37_09_057.jpg, /IMG/left_2017_10_30_15_37_09_057.jpg, /IMG/right_2017_10_30_15_37_09_057.jpg,-0.2459547,0.4572608,0,16.17305
/IMG/center_2017_10_30_15_37_09_128.jpg, /IMG/left_2017_10_30_15_37_09_128.jpg, /IMG/right_2017_10_30_15_37_09_128.jpg,-0.2459547,0.6420218,0,16.13541
/IMG/center_2017_10_30_15_37_09_200.jpg, /IMG/left_2017_10_30_15_37_09_200.jpg, /IMG/right_2017_10_30_15_37_09_200.jpg,-0.2459547,0.4594448,0,16.50965
/IMG/center_2017_10_30_15_37_09_274.jpg, /IMG/left_2017_10_30_15_37_09_274.jpg, /IMG/right_2017_10_30_15_37_09_274.jpg,-0.2459547,0.2431045,0,16.65572
/IMG/center_2017_10_30_15_37_09_344.jpg, /IMG/left_2017_10_30_15_37_09_344.jpg, /IMG/right_2017_10_30_15_37_09_344.jpg,-0.2459547,0.05660763,0,17.1345
/IMG/center_2017_10_30_15_37_09_416.jpg, /IMG/left_2017_10_30_15_37_09_416.jpg, /IMG/right_2017_10_30_15_37_09_416.jpg,-0.2588997,0,0,17.02058
/IMG/center_2017_10_30_15_37_09_487.jpg, /IMG/left_2017_10_30_15_37_09_487.jpg, /IMG/right_2017_10_30_15_37_09_487.jpg,-0.2686084,0,0,16.37681
/IMG/center_2017_10_30_15_37_09_563.jpg, /IMG/left_2017_10_30_15_37_09_563.jpg, /IMG/right_2017_10_30_15_37_09_563.jpg,-0.2750809,0,0,16.24066
/IMG/center_2017_10_30_15_37_09_637.jpg, /IMG/left_2017_10_30_15_37_09_637.jpg, /IMG/right_2017_10_30_15_37_09_637.jpg,-0.2750809,0,0,16.11045
/IMG/center_2017_10_30_15_37_09_711.jpg, /IMG/left_2017_10_30_15_37_09_711.jpg, /IMG/right_2017_10_30_15_37_09_711.jpg,-0.2750809,0,0,16.55643
/IMG/center_2017_10_30_15_37_09_786.jpg, /IMG/left_2017_10_30_15_37_09_786.jpg, /IMG/right_2017_10_30_15_37_09_786.jpg,-0.2750809,0,0,16.42702
/IMG/center_2017_10_30_15_37_09_864.jpg, /IMG/left_2017_10_30_15_37_09_864.jpg, /IMG/right_2017_10_30_15_37_09_864.jpg,-0.2750809,0,0,16.29665
/IMG/center_2017_10_30_15_37_09_941.jpg, /IMG/left_2017_10_30_15_37_09_941.jpg, /IMG/right_2017_10_30_15_37_09_941.jpg,-0.2750809,0,0,16.16806
/IMG/center_2017_10_30_15_37_10_016.jpg, /IMG/left_2017_10_30_15_37_10_016.jpg, /IMG/right_2017_10_30_15_37_10_016.jpg,-0.2750809,0.03413831,0,16.03729
/IMG/center_2017_10_30_15_37_10_088.jpg, /IMG/left_2017_10_30_15_37_10_088.jpg, /IMG/right_2017_10_30_15_37_10_088.jpg,-0.2750809,0.2257605,0,15.47506
/IMG/center_2017_10_30_15_37_10_164.jpg, /IMG/left_2017_10_30_15_37_10_164.jpg, /IMG/right_2017_10_30_15_37_10_164.jpg,-0.2750809,0.4508223,0,15.75986
/IMG/center_2017_10_30_15_37_10_242.jpg, /IMG/left_2017_10_30_15_37_10_242.jpg, /IMG/right_2017_10_30_15_37_10_242.jpg,-0.2750809,0.7103555,0,16.29434
/IMG/center_2017_10_30_15_37_10_315.jpg, /IMG/left_2017_10_30_15_37_10_315.jpg, /IMG/right_2017_10_30_15_37_10_315.jpg,-0.2750809,0.8066563,0,16.96473
/IMG/center_2017_10_30_15_37_10_390.jpg, /IMG/left_2017_10_30_15_37_10_390.jpg, /IMG/right_2017_10_30_15_37_10_390.jpg,-0.2750809,0.6135342,0,17.63725
/IMG/center_2017_10_30_15_37_10_465.jpg, /IMG/left_2017_10_30_15_37_10_465.jpg, /IMG/right_2017_10_30_15_37_10_465.jpg,-0.2750809,0.3904125,0,18.00107
/IMG/center_2017_10_30_15_37_10_540.jpg, /IMG/left_2017_10_30_15_37_10_540.jpg, /IMG/right_2017_10_30_15_37_10_540.jpg,-0.2750809,0.1336436,0,18.13751
/IMG/center_2017_10_30_15_37_10_614.jpg, /IMG/left_2017_10_30_15_37_10_614.jpg, /IMG/right_2017_10_30_15_37_10_614.jpg,-0.2556634,0,0,18.0642
/IMG/center_2017_10_30_15_37_10_687.jpg, /IMG/left_2017_10_30_15_37_10_687.jpg, /IMG/right_2017_10_30_15_37_10_687.jpg,-0.2459547,0,0,17.45596
/IMG/center_2017_10_30_15_37_10_762.jpg, /IMG/left_2017_10_30_15_37_10_762.jpg, /IMG/right_2017_10_30_15_37_10_762.jpg,-0.2459547,0,0,17.30717
/IMG/center_2017_10_30_15_37_10_836.jpg, /IMG/left_2017_10_30_15_37_10_836.jpg, /IMG/right_2017_10_30_15_37_10_836.jpg,-0.2459547,0.06323552,0,17.16555
/IMG/center_2017_10_30_15_37_10_910.jpg, /IMG/left_2017_10_30_15_37_10_910.jpg, /IMG/right_2017_10_30_15_37_10_910.jpg,-0.2459547,0.2552268,0,17.65751
/IMG/center_2017_10_30_15_37_10_987.jpg, /IMG/left_2017_10_30_15_37_10_987.jpg, /IMG/right_2017_10_30_15_37_10_987.jpg,-0.2459547,0.4839541,0,17.84421
/IMG/center_2017_10_30_15_37_11_063.jpg, /IMG/left_2017_10_30_15_37_11_063.jpg, /IMG/right_2017_10_30_15_37_11_063.jpg,-0.2135922,0.2558133,0,18.06728
/IMG/center_2017_10_30_15_37_11_139.jpg, /IMG/left_2017_10_30_15_37_11_139.jpg, /IMG/right_2017_10_30_15_37_11_139.jpg,-0.171521,0,0,18.09041
/IMG/center_2017_10_30_15_37_11_214.jpg, /IMG/left_2017_10_30_15_37_11_214.jpg, /IMG/right_2017_10_30_15_37_11_214.jpg,-0.1585761,0,0,17.96071
/IMG/center_2017_10_30_15_37_11_287.jpg, /IMG/left_2017_10_30_15_37_11_287.jpg, /IMG/right_2017_10_30_15_37_11_287.jpg,-0.1585761,0,0,17.33434
/IMG/center_2017_10_30_15_37_11_362.jpg, /IMG/left_2017_10_30_15_37_11_362.jpg, /IMG/right_2017_10_30_15_37_11_362.jpg,-0.1553398,0,0,17.1904
/IMG/center_2017_10_30_15_37_11_436.jpg, /IMG/left_2017_10_30_15_37_11_436.jpg, /IMG/right_2017_10_30_15_37_11_436.jpg,-0.1262136,0,0,17.04826
/IMG/center_2017_10_30_15_37_11_512.jpg, /IMG/left_2017_10_30_15_37_11_512.jpg, /IMG/right_2017_10_30_15_37_11_512.jpg,-0.1132686,0.1307634,0,16.95485
/IMG/center_2017_10_30_15_37_11_589.jpg, /IMG/left_2017_10_30_15_37_11_589.jpg, /IMG/right_2017_10_30_15_37_11_589.jpg,-0.0776699,0.3265132,0,17.50018
/IMG/center_2017_10_30_15_37_11_665.jpg, /IMG/left_2017_10_30_15_37_11_665.jpg, /IMG/right_2017_10_30_15_37_11_665.jpg,-0.02912622,0.5584528,0,17.7751
/IMG/center_2017_10_30_15_37_11_743.jpg, /IMG/left_2017_10_30_15_37_11_743.jpg, /IMG/right_2017_10_30_15_37_11_743.jpg,0.01618123,0.4564656,0,18.16465
/IMG/center_2017_10_30_15_37_11_819.jpg, /IMG/left_2017_10_30_15_37_11_819.jpg, /IMG/right_2017_10_30_15_37_11_819.jpg,0.03236246,0.1936237,0,18.35205
/IMG/center_2017_10_30_15_37_11_895.jpg, /IMG/left_2017_10_30_15_37_11_895.jpg, /IMG/right_2017_10_30_15_37_11_895.jpg,0.03559871,0,0,18.32136
/IMG/center_2017_10_30_15_37_11_971.jpg, /IMG/left_2017_10_30_15_37_11_971.jpg, /IMG/right_2017_10_30_15_37_11_971.jpg,0.02912622,0,0,17.71284
/IMG/center_2017_10_30_15_37_12_047.jpg, /IMG/left_2017_10_30_15_37_12_047.jpg, /IMG/right_2017_10_30_15_37_12_047.jpg,-0.006472492,0,0,17.56196
/IMG/center_2017_10_30_15_37_12_123.jpg, /IMG/left_2017_10_30_15_37_12_123.jpg, /IMG/right_2017_10_30_15_37_12_123.jpg,-0.04854369,0,0,17.41353
/IMG/center_2017_10_30_15_37_12_198.jpg, /IMG/left_2017_10_30_15_37_12_198.jpg, /IMG/right_2017_10_30_15_37_12_198.jpg,-0.06148867,0,0,17266
/IMG/center_2017_10_30_15_37_12_271.jpg, /IMG/left_2017_10_30_15_37_12_271.jpg, /IMG/right_2017_10_30_15_37_12_271.jpg,-0.06796116,0,0,17.68516
/IMG/center_2017_10_30_15_37_12_344.jpg, /IMG/left_2017_10_30_15_37_12_344.jpg, /IMG/right_2017_10_30_15_37_12_344.jpg,-0.06796116,0,0,17.54478
/IMG/center_2017_10_30_15_37_12_418.jpg, /IMG/left_2017_10_30_15_37_12_418.jpg, /IMG/right_2017_10_30_15_37_12_418.jpg,-0.06796116,0,0,17.40583
/IMG/center_2017_10_30_15_37_12_493.jpg, /IMG/left_2017_10_30_15_37_12_493.jpg, /IMG/right_2017_10_30_15_37_12_493.jpg,-0.06472492,0,0,17.26825
/IMG/center_2017_10_30_15_37_12_569.jpg, /IMG/left_2017_10_30_15_37_12_569.jpg, /IMG/right_2017_10_30_15_37_12_569.jpg,-0.05825243,0,0,16.6259
/IMG/center_2017_10_30_15_37_12_645.jpg, /IMG/left_2017_10_30_15_37_12_645.jpg, /IMG/right_2017_10_30_15_37_12_645.jpg,-0.05501618,0,0,16.48817
/IMG/center_2017_10_30_15_37_12_723.jpg, /IMG/left_2017_10_30_15_37_12_723.jpg, /IMG/right_2017_10_30_15_37_12_723.jpg,-0.05501618,0,0,16.35183
/IMG/center_2017_10_30_15_37_12_800.jpg, /IMG/left_2017_10_30_15_37_12_800.jpg, /IMG/right_2017_10_30_15_37_12_800.jpg,-0.05825243,0.09867488,0,16.22701
/IMG/center_2017_10_30_15_37_12_876.jpg, /IMG/left_2017_10_30_15_37_12_876.jpg, /IMG/right_2017_10_30_15_37_12_876.jpg,-0.0776699,0.3257487,0,16.33113
/IMG/center_2017_10_30_15_37_12_950.jpg, /IMG/left_2017_10_30_15_37_12_950.jpg, /IMG/right_2017_10_30_15_37_12_950.jpg,-0.09061489,0.5171956,0,16.98259
/IMG/center_2017_10_30_15_37_13_022.jpg, /IMG/left_2017_10_30_15_37_13_022.jpg, /IMG/right_2017_10_30_15_37_13_022.jpg,-0.09385113,0.7343643,0,17.44358
/IMG/center_2017_10_30_15_37_13_090.jpg, /IMG/left_2017_10_30_15_37_13_090.jpg, /IMG/right_2017_10_30_15_37_13_090.jpg,-0.09385113,0.9414105,0,17.68582
/IMG/center_2017_10_30_15_37_13_160.jpg, /IMG/left_2017_10_30_15_37_13_160.jpg, /IMG/right_2017_10_30_15_37_13_160.jpg,-0.09385113,1,0,18.5549
/IMG/center_2017_10_30_15_37_13_230.jpg, /IMG/left_2017_10_30_15_37_13_230.jpg, /IMG/right_2017_10_30_15_37_13_230.jpg,-0.09708738,1,0,19.32395
/IMG/center_2017_10_30_15_37_13_301.jpg, /IMG/left_2017_10_30_15_37_13_301.jpg, /IMG/right_2017_10_30_15_37_13_301.jpg,-0.09708738,1,0,20.12381
/IMG/center_2017_10_30_15_37_13_373.jpg, /IMG/left_2017_10_30_15_37_13_373.jpg, /IMG/right_2017_10_30_15_37_13_373.jpg,-0.09708738,1,0,20.91741
/IMG/center_2017_10_30_15_37_13_444.jpg, /IMG/left_2017_10_30_15_37_13_444.jpg, /IMG/right_2017_10_30_15_37_13_444.jpg,-0.09708738,1,0,21.44633
/IMG/center_2017_10_30_15_37_13_516.jpg, /IMG/left_2017_10_30_15_37_13_516.jpg, /IMG/right_2017_10_30_15_37_13_516.jpg,-0.09708738,1,0,22.25408
/IMG/center_2017_10_30_15_37_13_586.jpg, /IMG/left_2017_10_30_15_37_13_586.jpg, /IMG/right_2017_10_30_15_37_13_586.jpg,-0.09708738,1,0,22.87535
/IMG/center_2017_10_30_15_37_13_659.jpg, /IMG/left_2017_10_30_15_37_13_659.jpg, /IMG/right_2017_10_30_15_37_13_659.jpg,-0.09708738,1,0,23.65206
/IMG/center_2017_10_30_15_37_13_734.jpg, /IMG/left_2017_10_30_15_37_13_734.jpg, /IMG/right_2017_10_30_15_37_13_734.jpg,-0.09708738,1,0,24.42569
/IMG/center_2017_10_30_15_37_13_809.jpg, /IMG/left_2017_10_30_15_37_13_809.jpg, /IMG/right_2017_10_30_15_37_13_809.jpg,-0.06472492,1,0,25.00295
